line,movie,character,dialogue
1834,The Return of the King,GOLLUM,Come away Hobbits.  We climb.  We must climb.
1835,The Return of the King,GANDALF,"The board is set, the pieces are moving."
1836,The Return of the King,GOLLUM,"Up, up, up the stairs we go.  And then it's into the tunnel."
1837,The Return of the King,SAM,"Hey,  what's in this tunnel?  ,      You listen to me!  You listen good and proper.  Anything happens to him,     you'll have me to answer to.   One sniff that something's not right, one     hair that stands up on the back of my neck, its over.  No more slinker, no     more stinker.  ,  You're     gone.  Got it?  I'm watching you."
1838,The Return of the King,FRODO,What was that about?
1839,The Return of the King,SAM,Nothing.  Just clearing something up.
1840,The Fellowship of the Ring,GANDALF,Gwaihir go! Gwaihir
1841,The Fellowship of the Ring,PIPPIN,What are they saying ?
1842,The Fellowship of the Ring,ARWEN,"Frodo f'r. Ae athradon i hir, tur gwaith nin beriatha hon."
1843,The Fellowship of the Ring,MERRY AND PIPPIN,
1844,The Fellowship of the Ring,PIPPIN,","
1845,The Fellowship of the Ring,GAFFER,"There's been some strange folk crossing the Shire. Dwarves, others of a     less than savoury nature"
1846,The Fellowship of the Ring,NOAKES,"War's brewing.    , The mountains are fair teeming with     goblins."
1847,The Fellowship of the Ring,SANDYMAN,Children's stories that's all that is.  You're beginning to sound     like that old Bilbo Baggins! Cracked he was!
1848,The Fellowship of the Ring,BILBO,"Hello, Hello, Fatty Bolger , Lovely to see you, Welcome, Welcome"
1849,The Fellowship of the Ring,FRODO,"Go     on Sam, ask Rosie for a dance."
1850,The Return of the King,ELROND,Take her by the safest road. A ship lies anchored in the Grey Havens. It     waits to carry her across the sea. The last journey of Arwen Und'miel.
1851,The Return of the King,ELROND,There is nothing for you here only death.
1852,The Return of the King,FIGWIT,"Lady Arwen we cannot delay. , My lady!"
1853,The Return of the King,ARWEN,Tell me what you have seen.
1854,The Return of the King,ELROND,Arwen.
1855,The Return of the King,ARWEN,You have the gift of foresight. What did you see?
1856,The Return of the King,ELROND,I looked into your future and I saw death.
1857,The Return of the King,ARWEN,But there is also life. You saw there was a child. You saw my son.
1858,The Fellowship of the Ring,GALADRIEL VOICE OVER,"For within these rings was bound the strength and will     to govern each race. ,     But they were all of them deceived. ,For another ring was made. , In the land of Mordor, ,in the fires of Mount Doom (, the dark Lord Sauron forged in     secret a master Ring ,to control all others and into this Ring he poured     all his cruelty, his malice , and his will to     dominate all life. , One Ring to rule them all."
1859,The Fellowship of the Ring,GALADRIEL VOICE OVER,"One by one the free lands of Middle Earth fell to the     power of the Ring. But there were some who resisted. , A last     alliance of Elves and Men marched against the armies of Mordor. And on the     slopes of Mount Doom they fought for the freedom of Middle Earth."
1860,The Fellowship of the Ring,ELROND,Tangado haid!
1861,The Fellowship of the Ring,ELROND,Leithio i philinn!
1862,The Fellowship of the Ring,GALADRIEL VOICE OVER,"Victory was near. , But the     power of the Ring , could not be undone."
1863,The Fellowship of the Ring,GALADRIEL VOICE OVER,"It was in this moment, ,that Isildur, son of the King, took up his father's sword."
1864,The Fellowship of the Ring,GALADRIEL VOICE OVER,"Sauron, the enemy of the Free Peoples of Middle Earth     was defeated. , The Ring passed to Isildur.    , Who had this one chance to destroy evil     forever. , But the hearts of Men are easily corrupted.    ,     And the Ring of Power has a will of its own."
1865,The Fellowship of the Ring,GALADRIEL VOICE OVER,"It betrayed Isildur ,to his death. ,And some things that should not have been forgotten were lost.    ,History became legend, legend     became myth, , and for two and a half thousand years the Ring passed out of     all knowledge. , Until, when chance came    , It     ensnared a new bearer."
1866,The Fellowship of the Ring,GOLLUM,My Precious!
1867,The Fellowship of the Ring,GALADRIEL VOICE OVER,"The Ring came to the creature Gollum who took it deep     into the tunnels of the Misty Mountains. , And there it consumed him."
1868,The Fellowship of the Ring,GOLLUM,"It came to me, my own, my love, my own, my Precious."
1869,The Fellowship of the Ring,GALADRIEL VOICE OVER,"The Ring brought to Gollum unnatural long life. For     five hundred years it poisoned his mind. And in the gloom of Gollum's cave     it waited. ,     Darkness crept back into the forests of the world. Rumour grew of a shadow     in the East, whispers of a nameless fear. , And     the Ring of Power perceived. ,     Its time had now come. , It abandoned Gollum.    , But something happened then     that the Ring did not intend, it was picked up by the most unlikely creature     imaginable."
1870,The Fellowship of the Ring,BILBO,What's this?
1871,The Fellowship of the Ring,GALADRIEL VOICE OVER,A Hobbit. Bilbo Baggins of the Shire.
1872,The Return of the King,GIMLI,And no regurgitation!
1873,The Return of the King,LEGOLAS,So' it's a drinking game?
1874,The Return of the King,ROHIRRIM,Aye!
1875,The Return of the King,GIMLI,Last one standing wins heh heh heh!
1876,The Return of the King,GENERAL SHOUT,Lets drink to Victory! To Victory!
1877,The Return of the King,EOWYN,"West' Aragorn, hal"
1878,The Return of the King,THEODEN,I am very happy for you. He is an honourable man.
1879,The Return of the King,EOWYN,You are both honourable men.
1880,The Return of the King,THEODEN,It was not Theoden of Rohan who led our people to victory.
1881,The Return of the King,THEODEN,"Ach, don't listen to me. You are young and tonight is for you."
1882,The Return of the King,GIMLI,"Heh heh heh heh ,Here, here. , Raaar it's the dwarves that go swimming with little, hairy women haha"
1883,The Return of the King,LEGOLAS,"I feel something. , A slight tingle in my fingers. I think it's affecting me."
1884,The Return of the King,GIMLI,"heh heh heh , what did I say? He can't hold his liquor."
1885,The Return of the King,LEGOLAS,Game over!
1886,The Return of the King,MERRY and PIPPIN,"Oh you can search far and wide, You can drink the whole town dry    ,     But you'll never find a beer so brown, But you'll never find a beer so     brown,     As the one we drink in our hometown, As the one we drink in our hometown.    ,You can drink your fancy ales, You can drink them by the flagon             But the only brew for the brave and true,"
1887,The Fellowship of the Ring,PIPPIN,Nothing's     happening
1888,The Fellowship of the Ring,GANDALF,"I once knew every spell in all the tongues of elves, men and     orcs"
1889,The Fellowship of the Ring,PIPPIN,What're you going to do then ?
1890,The Fellowship of the Ring,GANDALF,Knock your head against these doors Peregrin Took! and if     that does not shatter them and I'm allowed a little peace from foolish     questions I will try to find the opening words.
1891,The Fellowship of the Ring,GANDALF,"Ando Eldarinwa'a lasta quettanya, Fenda Casarinwa'"
1892,The Fellowship of the Ring,ARAGORN,The Mines are no place for a pony even one so brave as Bill.
1893,The Fellowship of the Ring,SAM,BuBye Bill
1894,The Fellowship of the Ring,ARAGORN,"Go on, go on ,Don't worry Sam.  He knows the way home. ,)"
1895,The Fellowship of the Ring,ARAGORN,Do not     disturb the water
1896,The Fellowship of the Ring,GANDALF,Oh it's useless
1897,The Fellowship of the Ring,FRODO,It's a riddle!
1898,The Fellowship of the Ring,FRODO,Speak friend... and enter.  What's the elvish word for     friend ?
1899,The Fellowship of the Ring,GANDALF,Mel..lon
1900,The Two Towers,GOLLUM,"No. Ashes and dust and thirst there isand pits, pits, pits.And Orcses, thousands of Orcses.And always the Great Eye watching,watching."
1901,The Two Towers,SAM,"Hey! Come back now! Come back!There! What did I tell you?He's run off, the old villain.So much for his promises."
1902,The Two Towers,SMEAGOL,"This way, Hobbits.Follow me!"
1903,The Two Towers,PIPPIN,Merry!Merry!
1904,The Two Towers,GRISHNAK,You're lateOur master grows impatient.He wants the Shire-rats now.
1905,The Two Towers,UGLUK,I don't take orders from Orc-maggots.Saruman will have his prize.We will deliver them.
1906,The Two Towers,PIPPIN,Merry! Merry? Wake up
1907,The Two Towers,PIPPIN,My friend is sick.He needs water. Please!
1908,The Two Towers,URUK HAI,"Sick, is he?Give him some medicine, boys!"
1909,The Two Towers,PIPPIN,Stop it!
1910,The Two Towers,URUK HAI,Can't take his draught!
1911,The Two Towers,PIPPIN,Leave him alone!
1912,The Two Towers,URUK HAI,Why?You want some?
1913,The Two Towers,URUK HAI,Then keep your mouth shut.
1914,The Fellowship of the Ring,MERRY,"Yes Pippin, my point is, he's clearly over reacting! Run!"
1915,The Fellowship of the Ring,PIPPIN,Ooh!  that was     close!
1916,The Fellowship of the Ring,MERRY,Oh! I think I've broken something
1917,The Fellowship of the Ring,SAM,Trust a Brandybuck and a Took!
1918,The Fellowship of the Ring,MERRY,What?  It was just a detour. A shortcut
1919,The Fellowship of the Ring,SAM,A shortcut to what ?
1920,The Fellowship of the Ring,PIPPIN,Mushrooms!
1921,The Fellowship of the Ring,FRODO,I think we should get off the road.
1922,The Fellowship of the Ring,FRODO,Get off the road! Quick!
1923,The Fellowship of the Ring,SAM,Ssh.. be quiet
1924,The Fellowship of the Ring,MERRY,What was that!
1925,The Fellowship of the Ring,SAM,Anything ?
1926,The Fellowship of the Ring,FRODO,Nothing
1927,The Fellowship of the Ring,PIPPIN,What     is going on ?
1928,The Fellowship of the Ring,SARUMAN,"So Gandalf, you try to lead them over Caradhras.  And     if that fails, where then will you go ?"
1929,The Fellowship of the Ring,SARUMAN VOICEOVER,If the mountain defeats you will you risk a more dangerous     road
1930,The Fellowship of the Ring,SARUMAN,Cuiva nwalca Carnirasse; nai yarvaxea rasselya!
1931,The Fellowship of the Ring,LEGOLAS,There is a fell voice on the air
1932,The Fellowship of the Ring,GANDALF,It's Saruman!
1933,The Fellowship of the Ring,ARAGORN,He's trying to bring down the mountain! Gandalf! We must     turn back!
1934,The Fellowship of the Ring,GANDALF,"No! , Losto Caradhras, sedho, hodo, nuitho i 'ruith!"
1935,The Fellowship of the Ring,SARUMAN,Cuiva nwalca Carnirasse; Nai yarvaxea rasselya; taltuva     notto-carinnar!
1936,The Fellowship of the Ring,BOROMIR,We must get off the mountain! Make for the Gap of Rohan and     take the west road to my city!
1937,The Fellowship of the Ring,ARAGORN,The Gap of Rohan takes us too close to Isengard!
1938,The Fellowship of the Ring,GIMLI,"If we cannot pass over the mountain, let us go under it! Let     us go through the Mines of Moria"
1939,The Fellowship of the Ring,SARUMAN VOICEOVER,Moria... you fear to go into those mines.
1940,The Fellowship of the Ring,SARUMAN,the dwarves delved too greadily     and too deep
1941,The Fellowship of the Ring,SARUMAN VOICEOVER,You know what they woke in the dark of Khazad-d'm
1942,The Fellowship of the Ring,SARUMAN,"Shadow, flame"
1943,The Fellowship of the Ring,BOROMIR,"One does not simply walk into Mordor.  Its black gates     are guarded by more than just orcs. There is evil there that does not sleep     and the great eye is ever watchful.  Tis a barren wasteland, riddled     with fire and ash and dust.  The very air you breathe is a poisonous     fume.  Not with ten thousand men could you do this.    ,It is folly"
1944,The Fellowship of the Ring,LEGOLAS,Have you     heard nothing Lord Elrond has said? The Ring must be destroyed
1945,The Fellowship of the Ring,GIMLI,and I suppose you think you're the one to do it.
1946,The Fellowship of the Ring,BOROMIR,"and if we fail what then ? , What happens when Sauron takes back what is his ?"
1947,The Fellowship of the Ring,GIMLI,I will be     dead before I see the Ring in the hands of an elf
1948,The Fellowship of the Ring,GIMLI,Never trust an elf
1949,The Fellowship of the Ring,GANDALF,"Do you not understand that while we bicker amongst     ourselves, Sauron's power grows?! None can escape it! You'll all be     destroyed"
1950,The Two Towers,GANDALF,Your fingers would remember their old strength     better......if they grasped your sword.
1951,The Two Towers,GRIMA,"I've only......ever served you, my lord."
1952,The Two Towers,THEODEN,Your leechcraft would have had me crawling on all fours like a beast!
1953,The Two Towers,GRIMA,Send me not from your sight.
1954,The Two Towers,ARAGORN,"No, my lord! No, my lord. Let him go. Enough blood has been     spilt on his account."
1955,The Two Towers,GRIMA,Get out of my way!
1956,The Two Towers,HAMA,"Hail, Theoden King!"
1957,The Two Towers,THEODEN,Where is Theodred? Where is my son?
1958,The Two Towers,GANDALF VOICE OVER,Darkness took me......and I strayed out of thoughtand time.
1959,The Two Towers,GANDALF VOICE OVER,Stars wheeled overhead......and every day was as longas a life age of the Earth.But it was not the end.I felt life in me again.
1960,The Two Towers,GANDALF,I've been sent back...... until my task is done.
1961,The Two Towers,ARAGORN,Gandalf.
1962,The Two Towers,GANDALF,"Gandalf? ,Yes.That was what they used to call me.Gandalf the Grey.That was my name."
1963,The Two Towers,GIMLI,Gandalf.
1964,The Two Towers,GANDALF,I am Gandalf the White.And I come back to you now......at the turn of the tide.
1965,The Two Towers,GANDALF,One stage of your journey is over.Another begins. We must travel to Edoras with all speed.
1966,The Two Towers,GIMLI,Edoras?That is no short distance!
1967,The Two Towers,ARAGORN,We hear of trouble in Rohan.It goes ill with the king.
1968,The Two Towers,GANDALF,"Yes, and it will not be easily cured."
1969,The Two Towers,GIMLI,"Then we have run all this way for nothing?Are we to leave those poor Hobbits here......in this horrid, dark, dank tree-infested--?    ,I mean, charming......quite charming forest."
1970,The Two Towers,GANDALF,It was more than mere chance thatbrought Merry and Pippin to Fangorn.A great power has been sleeping herefor many long years.The coming of Merry and Pippinwill be like the falling of small stones......that starts an avalanchein the mountains.
1971,The Two Towers,ARAGORN,"In one thing you have not changeddear friend.,You still speak in riddles."
1972,The Two Towers,GANDALF,A thing is about to happen that has nothappened since the Elder Days.The Ents are going to wake up.....and find that they are strong.
1973,The Fellowship of the Ring,GAFFER,"Young Mr Frodo here, he's cracking!"
1974,The Fellowship of the Ring,FRODO,and proud of     it! Cheers Gaffer!
1975,The Fellowship of the Ring,GAFFER,Cheers
1976,The Fellowship of the Ring,SANDYMAN,Well it's none of our concern what goes on beyond our borders. Keep your     nose out of trouble and no trouble will come to you.
1977,The Fellowship of the Ring,ROSIE,Good Night lads
1978,The Fellowship of the Ring,HOBBIT,"Good     night, sweet maiden of the golden ale!"
1979,The Fellowship of the Ring,SAM,Oi Mind who you're sweet talking!
1980,The Fellowship of the Ring,FRODO,"Don't worry Sam, Rosie knows an idiot when she sees one!"
1981,The Fellowship of the Ring,SAM,Does she ?
1982,The Fellowship of the Ring,FRODO,Good Night Sam
1983,The Fellowship of the Ring,GANDALF,Is it secret ? Is it safe ?
1984,The Fellowship of the Ring,FRODO,"Ha! , What are you     doing!"
1985,The Fellowship of the Ring,GANDALF,"Hold out your hand Frodo. Its quite cool.  ,  What can you see ?    , Can you see anything ?"
1986,The Fellowship of the Ring,FRODO,"Nothing.     There's nothing , Wait. There are     markings ,  Its some form of Elvish.  I can't     read it"
1987,The Fellowship of the Ring,GANDALF,"There are few who can. The language is that of Mordor, which     I will not utter here."
1988,The Fellowship of the Ring,SAM,"Ah, I     think I'll just have another ale."
1989,The Fellowship of the Ring,FRODO,"Oh no you dont , Go on"
1990,The Fellowship of the Ring,BILBO,"So there I was at the mercy of three monstrous trolls and     they were all arguing amongst themselves about how they were going to cook     us. Whether it be turned on a spit or whether they should sit on us one by     one and squash us into jelly. , They     spent so much time arguing the witherto's and whyfor's that the sun's first     light cracked open over the top of the trees.  Poof!    , and turned them all into     stone!"
1991,The Fellowship of the Ring,MERRY,Quickly
1992,The Fellowship of the Ring,MERRY,"No no! the big one, big one!"
1993,The Fellowship of the Ring,BILBO,"Mrs Bracegirdle, how nice to see you.  Welcome welcome.      Are all these children yours ?"
1994,The Fellowship of the Ring,MRS BRACEGIRDLE,Yeah
1995,The Fellowship of the Ring,BILBO,Good gracious you have been productive!
1996,The Fellowship of the Ring,BILBO,"Sackville-Bagginses! ,     Quickly! Hide!"
1997,The Fellowship of the Ring,BILBO,"Oh! Thankyou my boy You're a good lad Frodo. I'm very     selfish you know. , Yes,     I am.  Very selfish. I don't know why I took you in after your mother     and father died, but it wasn't out of charity. I think it was because, of     all my numerous relations, you were the one Baggins that showed real spirit."
1998,The Fellowship of the Ring,FRODO,Bilbo have you been at the Gaffers homebrew ?
1999,The Fellowship of the Ring,BILBO,"No. Well yes, b b b but thats not the point. The point is,     Frodo, , You'll be     alright."
2000,The Return of the King,ELROND,That future is almost gone.
2001,The Return of the King,ARWEN,But it is not lost.
2002,The Return of the King,ELROND,Nothing is certain.
2003,The Return of the King,ARWEN,Some things are certain.
2004,The Return of the King,ARWEN,"If I leave him now, I will regret it forever. It is time."
2005,The Return of the King,ARWEN,"From the ashes of fire shall be woken,     A light from the shadow shall spring,     Renewed shall be blade that was broken,         The crownless again shall be king."
2006,The Return of the King,ARWEN,Reforge the sword' ada.
2007,The Return of the King,ELROND,Your hands are cold. The life of the Eldar is leaving you.
2008,The Return of the King,ARWEN,"This was my choice. Ada, whether by your will or not there is no ship     now that can bear me hence."
2009,The Return of the King,GANDALF,We have just passed into the realm of Gondor.
2010,The Return of the King,GANDALF,Minas Tirith. City of Kings.
2011,The Return of the King,PIPPIN,"It's the tree! Gandalf, Gandalf."
2012,The Return of the King,GANDALF,"Yes the white tree of Gondor. The tree of the King. Lord Denethor     however, is not the King. He is a steward only, a caretaker of the throne."
2013,The Return of the King,GANDALF,"Now listen carefully. Lord Denethor is Boromir's father. To give him     news of his beloved son's death would be most unwise. And do not mention     Frodo or the Ring. And say nothing of Aragorn either. In fact, its better if     you don't speak at all Peregrin Took."
2014,The Return of the King,GANDALF,"Hail Denethor son of Ecthelion, Lord and Steward of Gondor."
2015,The Fellowship of the Ring,BILBO,A Ring!
2016,The Fellowship of the Ring,GOLLUM,"Lost!    , My Precious is lost."
2017,The Fellowship of the Ring,GALADRIEL,For the time will soon come when Hobbits will shape the     fortunes of all.
2018,The Fellowship of the Ring,BILBO,"The 22nd day of September in the year 1400    ,by Shire     reckoning. , Bag End,     Bagshot Row, Hobbiton, West Farthing, The Shire, Middle Earth.    , The Third Age of this world."
2019,The Fellowship of the Ring,BILBO,"There and back again, A Hobbit's tale, by Bilbo     Baggins. ,Now, where to begin?     Ah, yes. ,Concerning Hobbits."
2020,The Fellowship of the Ring,BILBO VOICEOVER,"Hobbits have been living and farming in the four     Farthings of the Shire for many hundreds of years. , quite content to     ignore and be ignored by the world of the Big Folk. , Middle Earth being,     after all, full of strange creatures beyond count. Hobbits must seem of     little importance, being neither renowned as great warriors, nor counted     amongst the very wise."
2021,The Fellowship of the Ring,BILBO,"Frodo, someone at     the door. ,In fact, it     has been remarked by some that Hobbits' only real passion is for food.    , A rather unfair observation    , As     we have also developed a keen interest in the brewing of ales    ,and the smoking of pipeweed. , But where     our hearts truly lie , is in peace and quiet ,and good     tilled earth. ,For all Hobbits share a love of all things that grow.    ,And yes, no doubt to others, our ways seem quaint    , But today of all days, it is brought home to me it is     no bad thing to celebrate a simple life."
2022,The Fellowship of the Ring,BILBO,"Frodo, the door! ,     sticklebacks, where is that boy! FRODO!"
2023,The Fellowship of the Ring,GANDALF,"Hmm hmm hmm hmm, Down from the door where it began, hmm     hmm hmm hmm"
2024,The Fellowship of the Ring,GANDALF,"And I must follow if I can. , The road goes     ever on and on, down from the door where it began, now far ahead the road     has gone, and I must follow if I can."
2025,The Fellowship of the Ring,FRODO,You're late!
2026,The Return of the King,MERRY,Pippin!
2027,The Return of the King,MERRY and PIPPIN,Comes from the Green Dragon!
2028,The Return of the King,MERRY,Thank you! I win!
2029,The Return of the King,ARAGORN,No news of Frodo?
2030,The Return of the King,GANDALF,No word. Nothing.
2031,The Return of the King,ARAGORN,We have time. Every day Frodo moves closer to Mordor.
2032,The Return of the King,GANDALF,Do we know that?
2033,The Return of the King,ARAGORN,What does your     heart tell you?
2034,The Return of the King,GANDALF,That Frodo is alive.     Yes' yes he's alive.
2035,The Return of the King,GOLLUM,"Too risky. Too risky. ,Thieves. They stole it from us. Kill them, kill them, kill them both!    ,"
2036,The Return of the King,SMEAGOL,No!
2037,The Return of the King,GOLLUM,"Sshh, quiet, mustn't wake them. Mustn't ruin it now."
2038,The Return of the King,SMEAGOL,"But they knows, ,     they knows, they suspects us!"
2039,The Return of the King,GOLLUM,"What's it saying my precious, my love? Is Smeagol losing his nerve?"
2040,The Fellowship of the Ring,GIMLI,"Soon Mr Elf, you will enjoy the fabelled hospitality of the     dwarves. Roaring fires! Malt Beer! Red Meat off the bone!"
2041,The Fellowship of the Ring,GIMLI,This my friend is the home of my cousin Balin and they call     it a Mine!
2042,The Fellowship of the Ring,GIMLI,A Mine!
2043,The Fellowship of the Ring,BOROMIR,"This isn't     a mine, it's a tomb"
2044,The Fellowship of the Ring,GIMLI,Nooooo!     NOOOOOOOOOOoooooooo!
2045,The Fellowship of the Ring,LEGOLAS,Goblins!
2046,The Fellowship of the Ring,BOROMIR,We make for the gap of Rohan.  We should never have     come here
2047,The Fellowship of the Ring,BOROMIR,Now get out of here! Get out!
2048,The Two Towers,PIPPIN,Merry.
2049,The Two Towers,MERRY,"Hello, Pip."
2050,The Two Towers,PIPPIN,You're hurt.
2051,The Two Towers,MERRY,I'm fine. lt was just an act.
2052,The Two Towers,PIPPIN,An act?
2053,The Two Towers,MERRY,"See? I fooled you too.Don't worry about me, Pippin."
2054,The Two Towers,UGLUK,What is it? What do you smell?
2055,The Two Towers,URUK HAI,Man-flesh
2056,The Two Towers,UGLUK,They've picked up our trail.
2057,The Two Towers,PIPPIN,Aragorn.
2058,The Two Towers,UGLUK,Let's move!
2059,The Fellowship of the Ring,MERRY,That black rider was looking for something. Or someone (he     walks up to Frodo and looks him in the face) Frodo ?
2060,The Fellowship of the Ring,PIPPIN,Get down!
2061,The Fellowship of the Ring,FRODO,"I have to leave the Shire. ,Sam and I must get to Bree"
2062,The Fellowship of the Ring,MERRY,Right. Bucklebury     Ferry.  Follow me.
2063,The Fellowship of the Ring,PIPPIN,Run!
2064,The Fellowship of the Ring,MERRY,"Frodo, this way.  Follow me"
2065,The Fellowship of the Ring,PIPPIN,Frodo!
2066,The Fellowship of the Ring,MERRY,Follow me. Run!
2067,The Fellowship of the Ring,MERRY,Get the rope Sam
2068,The Fellowship of the Ring,SAM,Frodo!
2069,The Fellowship of the Ring,PIPPIN,Run Frodo!
2070,The Fellowship of the Ring,FRODO,No!
2071,The Fellowship of the Ring,PIPPIN,Frodo! Come on!
2072,The Fellowship of the Ring,GANDALF,Let the Ringbearer decide
2073,The Fellowship of the Ring,BOROMIR,"We cannot stay here! ,This will be the death of the     hobbits!"
2074,The Fellowship of the Ring,GANDALF,Frodo ?
2075,The Fellowship of the Ring,FRODO,We will go through     the Mines
2076,The Fellowship of the Ring,GANDALF,So be it
2077,The Two Towers,GIMLI,"Strong?! ,Oh, that's good."
2078,The Two Towers,GANDALF,"So stop your fretting, Master Dwarf.Merry and Pippin are quite safe.In fact, they are far saferthan you are about to be."
2079,The Two Towers,GIMLI,This new Gandalf's more grumpythan the old one.
2080,The Two Towers,LEGOLAS,That is one of the Mearas......unless my eyes are cheatedby some spell.
2081,The Two Towers,GANDALF,Shadowfax.He is the lord of all horses......and has been my friendthrough many dangers.
2082,The Two Towers,TREEBEARD,
2083,The Two Towers,MERRY,ls it much further?
2084,The Two Towers,TREEBEARD,"Bru-ra-hroom. Don't be hasty.You might call it far, perhaps.My home lies deep in the forest......near the roots of the mountain.I told Gandalf I would keep you safe.And safe is where I'll keep you.I believe you will enjoy this next one too. ,It's one of my own compositions.Right."
2085,The Two Towers,TREEBEARD,"Sleep, little Shirelings.Heed no nightly noise.Sleep till morning light.I have business in the forest.There are many to call.Many that must come. ,The Shadow lies on Fangorn.The withering of all woodsis drawing near."
2086,The Fellowship of the Ring,FRODO,Mordor!
2087,The Fellowship of the Ring,GANDALF,In the common tongue it says
2088,The Fellowship of the Ring,PIPPIN,Done!
2089,The Fellowship of the Ring,MERRY,You're supposed to stick it in the ground
2090,The Fellowship of the Ring,PIPPIN,It is in the ground
2091,The Fellowship of the Ring,MERRY,Outside
2092,The Fellowship of the Ring,PIPPIN,It was your idea!
2093,The Fellowship of the Ring,FRODO,Bilbo! Bilbo!  Watch out for the dragon
2094,The Fellowship of the Ring,BILBO,"Dragon! Nonsense, there hasn't been a dragon in these parts for a thousand     years."
2095,The Fellowship of the Ring,MERRY,That was good!
2096,The Fellowship of the Ring,PIPPIN,Lets get another one!
2097,The Fellowship of the Ring,GANDALF,Meriadoc Brandybuck and Peregrin Took! I might have known!
2098,The Fellowship of the Ring,CROWD,Speech Bilbo
2099,The Fellowship of the Ring,FRODO,Speech!
2100,The Fellowship of the Ring,BILBO,"My dear Bagginses and Boffins, , Tooks and Brandybucks ,, Grubbs ,, Chubbs    ,, Hornblowers ,, Bulgers ,,     Bracegirdles ,, and Proudfoots"
2101,The Fellowship of the Ring,PROUDFOOT HOBBIT,PROUDFEET!
2102,The Return of the King,GANDALF,I come with tidings in this dark hour and with counsel.
2103,The Return of the King,DENETHOR,Perhaps you come to explain this.
2104,The Return of the King,DENETHOR,Perhaps you have come to tell me why my son is dead.
2105,The Return of the King,PIPPIN,Boromir died to save us my kinsman and me. He fell defending us from     many foes.
2106,The Return of the King,GANDALF,Pippin.
2107,The Return of the King,PIPPIN,"I offer you my service, such as it is in payment of this debt."
2108,The Return of the King,DENETHOR,This is my first command to you. How did you escape and my son did not?     So mighty as man as he was.
2109,The Return of the King,PIPPIN,The mightiest man may be slain by one arrow and Boromir was pierced by     many.
2110,The Return of the King,GANDALF,Get up!
2111,The Return of the King,GANDALF,"My lord, there will be a time to grieve for Boromir but it is not now.     War is coming. The enemy is on your doorstep. As steward, you are charged     with the defence of this city. Where are Gondor's armies? You still have     friends. You are not alone in this fight. Send word to Theoden of Rohan.     Light the beacons."
2112,The Return of the King,DENETHOR,"You think you are wise Mithrandir. Yet for all your subtleties you have     not wisdom. Do you think the eyes of the White Tower are blind? I have seen     more than you know. With your left hand you would use me as a shield against     Mordor and with your right you would seek to supplant me. I know who rides     with Theoden of Rohan. Oh yes, word has reached my ears of this Aragorn, son     of Arathorn. And I tell you now. I will not bow to this Ranger from the     North. Last of a ragged house long bereft of Lordship."
2113,The Return of the King,GANDALF,"Authority is not given to you to deny the return of the King, steward."
2114,The Return of the King,DENETHOR,The rule of Gondor is mine and no others!
2115,The Return of the King,GANDALF,Come!
2116,The Return of the King,GANDALF,"All had turned to vain ambition. He would use even his grief as a cloak!     A thousand years this city has stood and now at the whim of a madman it will     fall! And the white tree, the tree of the King will never bloom again."
2117,The Fellowship of the Ring,GANDALF,"A wizard is never late! Frodo Baggins.    , Nor is he early, he arrives precisely when he means     to."
2118,The Fellowship of the Ring,FRODO,Its wonderful to see you Gandalf.
2119,The Fellowship of the Ring,GANDALF,You didn't think Id miss your Uncle Bilbo's birthday?
2120,The Fellowship of the Ring,GANDALF,So how is the old rascal? I hear it is going to be a     party of special significance?
2121,The Fellowship of the Ring,FRODO,You know Bilbo he's got the whole place in an uproar.
2122,The Fellowship of the Ring,GANDALF,Well that should please him.
2123,The Fellowship of the Ring,FRODO,Half the Shire's been invited.     And the rest of them are turning up anyway.
2124,The Fellowship of the Ring,BILBO VOICEOVER,"And so life in the Shire goes on, very much as it has     this past age. , Full of its own comings and goings with change coming     slowly, if it comes at all. ,For things are made to endure in     the Shire, passing from one generation to the next. There's always been a     Baggins living here under the Hill, in Bag End"
2125,The Fellowship of the Ring,BILBO,And there always will be.
2126,The Fellowship of the Ring,FRODO,"To tell you the truth, Bilbo has been acting a bit odd     lately. ,I     mean, more than usual. He's taken to locking himself in his study.    , He spends hours     and hours poring over old maps when he thinks I'm not looking."
2127,The Fellowship of the Ring,BILBO,Where's it gone?
2128,The Fellowship of the Ring,BILBO,Aaaaah.
2129,The Fellowship of the Ring,FRODO,"He's up to something. , All right then,     keep your secrets!"
2130,The Fellowship of the Ring,GANDALF,What?
2131,The Return of the King,SMEAGOL,No! No! Never! Smeagol hates nasty Hobbitses. Smeagol wants to see them'. Dead!
2132,The Return of the King,GOLLUM,"And we will! Smeagol did it once, he can do it again!     ,     Its ours! Ours!"
2133,The Return of the King,SMEAGOL,We must get the precious! We must get it back!
2134,The Return of the King,GOLLUM,Patience! Patience my love! First we must lead them to her!
2135,The Return of the King,SMEAGOL,We lead them to the winding stair.
2136,The Return of the King,GOLLUM,"Yes, the stairs and then?"
2137,The Return of the King,SMEAGOL,"Up, up, up the stairs we go until we come to the tunnel."
2138,The Return of the King,GOLLUM,"And when they go in, there's no coming out. She's always hungry. She     always needs to' feed. She must eat. All she gets is filthy Orcses."
2139,The Return of the King,SMEAGOL,"And they doesn't taste very nice, does they Precious?"
