line,movie,character,dialogue
224,SW_EpisodeIV,THREEPIO,"If you don't mind my saying so, sir, I think you should deactivate the little fugitive until you've gotten him back to your workshop."
225,SW_EpisodeIV,LUKE,"No, he's not going to try anything."
226,SW_EpisodeIV,LUKE,What's wrong with him now?
227,SW_EpisodeIV,THREEPIO,"Oh my... sir, he says there are several creatures approaching from the southeast."
228,SW_EpisodeIV,LUKE,"Sand People! Or worse! Come on, let's have a look. Come on."
229,SW_EpisodeIV,LUKE,"There are two Banthas down there but I don't see any... wait a second, they're Sand People all right. I can see one of them now."
230,SW_EpisodeIV,BEN,Hello there! Come here my little friend. Don't be afraid.
231,SW_EpisodeIV,BEN,"Don't worry, he'll be all right."
232,SW_EpisodeIV,LUKE,What happened?
233,SW_EpisodeIV,BEN,"Rest easy, son, you've had a busy day. You're fortunate you're still in one piece."
234,SW_EpisodeIV,LUKE,"Ben? Ben Kenobi! Boy, am I glad to see you! "
235,SW_EpisodeIV,BEN,"The Jundland Wastes are not to be traveled lightly. Tell me, young Luke, what brings you out this far?"
236,SW_EpisodeIV,LUKE,"Oh, this little droid! I think he's searching for his former master... I've never seen such devotion in a droid before... there seems tobe no stopping him. He claims to be the property of an Obi-Wan Kenobi. Is he a relative of yours? Do you know who he's talking about?"
237,SW_EpisodeIV,BEN,Obi-Wan Kenobi... Obi-Wan? Now thats a name I haven't heard in a long time... a long time.
238,SW_EpisodeIV,LUKE,I think my uncle knew him. He said he was dead.
239,SW_EpisodeIV,BEN,"Oh, he's not dead, no... not yet."
240,SW_EpisodeIV,LUKE,You know him!
241,SW_EpisodeIV,BEN,"Well of course, of course I know him. He's me! I haven't gone by the name Obi-Wan since oh, before you were born."
242,SW_EpisodeIV,LUKE,Then the droid does belong to you.
243,SW_EpisodeIV,BEN,Don't seem to remember ever owning a droid. Very interesting... 
244,SW_EpisodeIV,BEN,I think we better get indoors. The Sand People are easily startled but they will soon be back and in greater numbers.
245,SW_EpisodeIV,LUKE,... Threepio!
246,SW_EpisodeIV,THREEPIO,Where am I? I must have taken a bad step...
247,SW_EpisodeIV,LUKE,Can you stand? We've got to get out of here before the Sand People return.
248,SW_EpisodeIV,THREEPIO,"I don't think I can make it. You go on, Master Luke. There's no sense in you risking yourself on my account. I'm done for."
249,SW_EpisodeIV,LUKE,"No, you're not. What kind of talk is that?"
250,SW_EpisodeIV,BEN,"Quickly, son... they're on the move."
251,SW_EpisodeIV,LUKE,"No, my father didn't fight in the wars. He was a navigator on a spice freighter."
252,SW_EpisodeIV,BEN,That's what your uncle told you. He didn't hold with your father's ideals. Thought he should have stayed here and not gotten involved.
253,SW_EpisodeIV,LUKE,You fought in the Clone Wars?
254,SW_EpisodeIV,BEN,"Yes, I was once a Jedi Knight the same as your father."
255,SW_EpisodeIV,LUKE,I wish I'd known him.
256,SW_EpisodeIV,BEN,"He was the best star-pilot in the galaxy, and a cunning warrior. I understand you've become quite a good pilot yourself. And he was a good friend. Which reminds me..."
257,SW_EpisodeIV,BEN,"I have something here for you. Your father wanted you to have this when you were old enough, but your uncle wouldn't allow it. He feared you might follow old Obi-Wan on some damned-fool idealistic crusade like your father did. "
258,SW_EpisodeIV,THREEPIO,"Sir, if you'll not be needing me, I'll close down for awhile."
259,SW_EpisodeIV,LUKE,"Sure, go ahead."
260,SW_EpisodeIV,LUKE,What is it?
261,SW_EpisodeIV,BEN,Your fathers lightsaber. This is the weapon of a Jedi Knight. Not as clumsy or as random as a blaster.
262,SW_EpisodeIV,BEN,"An elegant weapon for a morecivilized time. For over a thousand generations the Jedi Knights were the guardians of peace and justice in the Old Republic. Before the dark times, before the Empire."
263,SW_EpisodeIV,LUKE,How did my father die?
264,SW_EpisodeIV,BEN,"A young Jedi named Darth Vader, who was a pupil of mine until he turned to evil, helped the Empire hunt down and destroy the Jedi Knights. He betrayed and murdered your father. Now the Jedi are all but extinct. Vader was seduced by the dark side of the Force."
265,SW_EpisodeIV,LUKE,The Force?
266,SW_EpisodeIV,BEN,"Well, the Force is what gives the Jedi his power. It's an energy field created by all living things. It surrounds us and penetrates us. It binds the galaxy together."
267,SW_EpisodeIV,BEN,"Now, let's see if we can't figure out what you are, my little friend. And where you come from."
268,SW_EpisodeIV,LUKE,I saw part of the message he was...
269,SW_EpisodeIV,BEN,I seem to have found it.
270,SW_EpisodeIV,LEIA,"General Kenobi, years ago you served my father in the Clone Wars. Now he begs you to help him in his struggle against the Empire. I regret that I am unable to present my father's request to you in person, but my ship has fallen under attack and I'm afraid my mission to bring you to Alderaan has failed. I have placed information vital to the survival of the Rebellion into the memory systems of this R2 unit. My father will know how to retrieve it. You must see this droid safely delivered to him on Alderaan. This is our most desperate hour. Help me, Obi-Wan Kenobi, you're my only hope."
271,SW_EpisodeIV,BEN,You must learn the ways of the Force if you're to come with me to Alderaan.
272,SW_EpisodeIV,LUKE,"Alderaan? I'm not going to Alderaan. I've got to go home. It's late, I'm in for it as it is."
273,SW_EpisodeIV,BEN,"I need your help, Luke. I'm getting too old for this sort of thing.She needs your help."
274,SW_EpisodeIV,LUKE,I can't get involved! I've got work to do! It's not that I like the Empire. I hate it! But there's nothing I can do about it right now. It's such a long way from here.
275,SW_EpisodeIV,BEN,That's your uncle talking.
276,SW_EpisodeIV,LUKE,"Oh, God, my uncle. How am I ever going to explain this?"
277,SW_EpisodeIV,BEN,"Learn about the Force, Luke."
278,SW_EpisodeIV,LUKE,"Look, I can take you as far as Anchorhead. You can get a transport there to Mos Eisley or wherever you're going."
279,SW_EpisodeIV,BEN,"You must do what you feel is right, of course."
280,SW_EpisodeIV,TAGGE,Until this battle station is fully operational we are vulnerable. The Rebel Alliance is too well equipped. They're more dangerous than you realize.
281,SW_EpisodeIV,MOTTI,"Dangerous to your starfleet, Commander; not to this battle station!"
282,SW_EpisodeIV,TAGGE,The Rebellion will continue to gain support in the Imperial Senate as long as....
283,SW_EpisodeIV,TARKIN,The Imperial Senate will no longer be of any concern to us. I've just received word that the Emperor has dissolved the council permanently. The last remnants of the Old Republic have been swept away.
284,SW_EpisodeIV,TAGGE,That's impossible! How will the Emperor maintain control without the bureaucracy?
285,SW_EpisodeIV,TARKIN,The regional governors now have direct control over territories. Fear will keep the local systems in line. Fear of this battle station.
286,SW_EpisodeIV,TAGGE,"And what of the Rebellion? If the Rebels have obtained a complete technical readout of this station, it is possible, however unlikely, that they might find a weakness and exploit it."
287,SW_EpisodeIV,VADER,The plans you refer to will soon be back in our hands.
288,SW_EpisodeIV,MOTTI,"Any attack made by the Rebels against this station would be a useless gesture, no matter what technical data they've obtained. This station is now the ultimate power in the universe. I suggest we use it!"
289,SW_EpisodeIV,VADER,Don't be too proud of this technological terror you've constructed. The ability to destroy a planet is insignificant next to the power of the Force.
290,SW_EpisodeIV,MOTTI,"Don't try to frighten us with your sorcerer's ways, Lord Vader. Your sad devotion to that ancient religion has not helped you conjure up the stolen data tapes, or given you clairvoyance enough to find the Rebel's hidden fort..."
291,SW_EpisodeIV,VADER,I find your lack of faith disturbing.
292,SW_EpisodeIV,TARKIN,"Enough of this! Vader, release him!"
293,SW_EpisodeIV,VADER,As you wish.
294,SW_EpisodeIV,TARKIN,This bickering is pointless. Lord Vader will provide us with the location of the Rebel fortress by the time this station is operational. We will then crush the Rebellion with one swift stroke.
295,SW_EpisodeIV,LUKE,"It looks like Sand People did this, all right. Look, here are gaffi sticks, bantha tracks. It's just... I never heard of them hitting anything this big before."
296,SW_EpisodeIV,BEN,They didn't. But we are meant to think they did. These tracks are side by side. Sand People always ride single file to hide there numbers.
297,SW_EpisodeIV,LUKE,These are the same Jawas that sold us Artoo and Threepio.
298,SW_EpisodeIV,BEN,"And these blast points, too accurate for Sand People. Only Imperial stormtroopers are so precise."
299,SW_EpisodeIV,LUKE,Why would Imperial troops want to slaughter Jawas?
300,SW_EpisodeIV,LUKE,"If they traced the robots here, they may have learned who they sold them to. And that would lead them back home!"
301,SW_EpisodeIV,BEN,"Wait, Luke! It's too dangerous."
302,SW_EpisodeIV,LUKE,Uncle Owen! Aunt Beru! Uncle Owen!
303,SW_EpisodeIV,VADER,"And, now Your Highness, we will discuss the location of your hidden Rebel base."
304,SW_EpisodeIV,BEN,"There's nothing you could have done, Luke, had you been there. You'd have been killed, too, and the droids would now be in the hands of the Empire."
305,SW_EpisodeIV,LUKE,I want to come with you to Alderaan. There's nothing here for me now. I want to learn the ways of the Force and become a Jedi like my father.
306,SW_EpisodeIV,BEN,Mos Eisley Spaceport. You will never find a more wretched hive of scum and villainy. We must be cautious.
307,SW_EpisodeIV,TROOPER,How long have you had these droids?
308,SW_EpisodeIV,LUKE,About three or four seasons.
309,SW_EpisodeIV,BEN,They're for sale if you want them.
310,SW_EpisodeIV,TROOPER,Let me see your identification.
311,SW_EpisodeIV,BEN,You don't need to see his identification.
312,SW_EpisodeIV,TROOPER,We don't need to see his identification.
313,SW_EpisodeIV,BEN,looking for.
314,SW_EpisodeIV,TROOPER,These are not the droids we're looking for.
315,SW_EpisodeIV,BEN,He can go about his business.
316,SW_EpisodeIV,TROOPER,You can go about your business.
317,SW_EpisodeIV,BEN,Move along.
318,SW_EpisodeIV,TROOPER,Move along. Move along.
319,SW_EpisodeIV,THREEPIO,I can't abide these Jawas. Disgusting creatures.
320,SW_EpisodeIV,LUKE,"Go on, go on. I can't understand how we got by those troopers. I thought we were dead."
321,SW_EpisodeIV,BEN,The Force can have a strong influence on the weak-minded. You will find it a powerful ally.
322,SW_EpisodeIV,LUKE,Do you really think we're going to find a pilot here that'll take us to Alderaan?
323,SW_EpisodeIV,BEN,"Well, most of the best freighter pilots can be found here. Only watch your step. This place can be a little rough."
324,SW_EpisodeIV,LUKE,I'm ready for anything.
325,SW_EpisodeIV,THREEPIO,"Come along, Artoo."
326,SW_EpisodeIV,BARTENDER,We don't serve their kind here!
327,SW_EpisodeIV,LUKE,What?
328,SW_EpisodeIV,BARTENDER,Your droids. They'll have to wait outside. We don't want them here.
329,SW_EpisodeIV,LUKE,"Listen, why don't you wait out by the speeder. We don't want any trouble."
330,SW_EpisodeIV,THREEPIO,I heartily agree with you sir.
331,SW_EpisodeIV,CREATURE,Negola dewaghi wooldugger?!?
332,SW_EpisodeIV,HUMAN,He doesn't like you.
333,SW_EpisodeIV,LUKE,I'm sorry.
334,SW_EpisodeIV,HUMAN,I don't like you either
335,SW_EpisodeIV,HUMAN,Don't insult us. You just watch yourself. We're wanted men. I have the death sentence on twelve systems.
336,SW_EpisodeIV,LUKE,I'll be careful than.
337,SW_EpisodeIV,HUMAN,You'll be dead.
338,SW_EpisodeIV,BEN,This little one isn't worth the effort. Come let me buy you something...
339,SW_EpisodeIV,BARTENDER,No blasters! No blaster!
340,SW_EpisodeIV,BEN,This is Chewbacca. He's first-mate on a ship that might suit our needs.
341,SW_EpisodeIV,THREEPIO,I don't like the look of this.
342,SW_EpisodeIV,HAN,Han Solo. I'm captain of the Millennium Falcon. Chewie here tells me you're looking for passage to the Alderaan system.
343,SW_EpisodeIV,BEN,"Yes, indeed. If it's a fast ship."
344,SW_EpisodeIV,HAN,Fast ship? You've never heard of the Millennium Falcon?
345,SW_EpisodeIV,BEN,Should I have?
346,SW_EpisodeIV,HAN,It's the ship that made the Kessel run in less than twelve parsecs!
347,SW_EpisodeIV,HAN,"I've outrun Imperial starships, not the local bulk-cruisers, mind you. I'm talking about the big Corellian ships now. She's fast enough for you, old man. What's the cargo?"
348,SW_EpisodeIV,BEN,"Only passengers. Myself, the boy, two droids, and no questions asked."
349,SW_EpisodeIV,HAN,What is it? Some kind of local trouble?
350,SW_EpisodeIV,BEN,Let's just say we'd like to avoid any Imperial entanglements.
351,SW_EpisodeIV,HAN,"Well, that's the real trick, isn't it? And it's going to cost you something extra. Ten thousand in advance."
352,SW_EpisodeIV,LUKE,Ten thousand? We could almost buy our own ship for that!
353,SW_EpisodeIV,HAN,"But who's going to fly it, kid! You?"
354,SW_EpisodeIV,LUKE,You bet I could. I'm not such a bad pilot myself! We don't have to sit here and listen...
355,SW_EpisodeIV,BEN,"We haven't that much with us. But we could pay you two thousand now, plus fifteen when we reach Alderaan."
356,SW_EpisodeIV,HAN,"Seventeen, huh!"
357,SW_EpisodeIV,HAN,Okay. You guys got yourself a ship. We'll leave as soon as you're ready. Docking bay Ninety-four.
358,SW_EpisodeIV,BEN,Ninety-four.
359,SW_EpisodeIV,HAN,Looks like somebody's beginning to take an interest in your handiwork.
360,SW_EpisodeIV,TROOPER,"All right, we'll check it out."
361,SW_EpisodeIV,HAN,Seventeen thousand! Those guys must really be desperate. This could really save my neck. Get back to the ship and get her ready.
362,SW_EpisodeIV,BEN,You'll have to sell your speeder.
363,SW_EpisodeIV,LUKE,That's okay. I'm never coming back to this planet again.
364,SW_EpisodeIV,GREEDO,"Going somewhere, Solo?"
365,SW_EpisodeIV,HAN,"Yes, Greedo. As a matter of fact, I was just going to see your boss. Tell Jabba that I've got his money."
366,SW_EpisodeIV,GREEDO,"It's too late. You should have paid him when you had the chance. Jabba's put a price on your head, so large that every bounty hunter in the galaxy will be looking for you. I'm lucky I found you first."
367,SW_EpisodeIV,HAN,"Yeah, but this time I got the money."
368,SW_EpisodeIV,GREEDO,"If you give it to me, I might forget I found you."
369,SW_EpisodeIV,HAN,I don't have it with me. Tell Jabba...
370,SW_EpisodeIV,GREEDO,Jabba's through with you. He has no time for smugglers who drop their shipments at the first sign of an Imperial cruiser.
371,SW_EpisodeIV,HAN,Even I get boarded sometimes. Do you think I had a choice?
372,SW_EpisodeIV,GREEDO,You can tell that to Jabba. He may only take your ship.
373,SW_EpisodeIV,HAN,Over my dead body.
374,SW_EpisodeIV,GREEDO,That's the idea I've been looking forward to killing you for a long time.
375,SW_EpisodeIV,HAN,"Yes, I'll bet you have."
376,SW_EpisodeIV,HAN,Sorry about the mess.
377,SW_EpisodeIV,VADER,Her resistance to the mind probe is considerable. It will be some time before we can extract any information from her.
378,SW_EpisodeIV,IMPERIAL OFFICER,The final check-out is complete. All systems are operational. What course shall we set?
379,SW_EpisodeIV,TARKIN,Perhaps she would respond to an alternative form of persuasion.
380,SW_EpisodeIV,VADER,What do you mean?
381,SW_EpisodeIV,TARKIN,I think it is time we demonstrate the full power of this station.Set your course for Princess Leia's home planet of Alderaan.
382,SW_EpisodeIV,TROOPER,With pleasure.
383,SW_EpisodeIV,THREEPIO,"Lock the door, Artoo."
384,SW_EpisodeIV,TROOPER,"All right, check that side of the street. It's secure. Move on to the next door."
385,SW_EpisodeIV,THREEPIO,"I would much rather have gone with Master Luke than stay here with you. I don't know what all this trouble is about, but I'm sure it must be your fault."
386,SW_EpisodeIV,THREEPIO,You watch your language!
387,SW_EpisodeIV,LUKE,"He says it's the best he can do. Since the XP-38 came out, they "
388,SW_EpisodeIV,BEN,It will be enough.
389,SW_EpisodeIV,BEN,"If the ship's as fast as he's boasting, we ought to do well."
390,SW_EpisodeIV,JABBA,"Come on out, Solo!"
391,SW_EpisodeIV,HAN,"I've been waiting for you, Jabba."
392,SW_EpisodeIV,JABBA,I expected you would be.
393,SW_EpisodeIV,HAN,I'm not the type to run.
394,SW_EpisodeIV,JABBA,"Han, my boy, there are times when you disappoint me... why haven't you paid me? And why did you have to fry poor Greedo like that... after all we've been through together."
395,SW_EpisodeIV,HAN,You sent Greedo to blast me.
396,SW_EpisodeIV,JABBA,"Han, why you're the best smuggler in the business. You're too valuable to fry. He was only relaying my concern at your delays. He wasn't going to blast you."
397,SW_EpisodeIV,HAN,"I think he thought he was. Next time don't send one of those twerps. If you've got something to say to me, come see me yourself."
398,SW_EpisodeIV,JABBA,"Han, Han! If only you hadn't had to dump that shipment of spice... you understand I just can't make an exception. Where would I be if every pilot who smuggled for me dumped their shipment at the first sign of an Imperial starship? It's not good business."
399,SW_EpisodeIV,HAN,"You know, even I get boarded sometimes, Jabba. I had no choice, but I've gota charter now and I can pay you back, plus a little extra. I just need some more time."
400,SW_EpisodeIV,JABBA,"Put your blasters away. Han, my boy, I'm only doing this because you're the best and I need you. So, for an extra, say... twenty percent I'll give you a little more time... but this is it. If you disappoint me again, I'll put a price on your head so large you won't be able to go near a civilized system for the rest of your short life."
401,SW_EpisodeIV,HAN,"Jabba, I'll pay you because it's my pleasure."
402,SW_EpisodeIV,LUKE,What a piece of junk.
403,SW_EpisodeIV,HAN,"She'll make point five beyond the speed of light. She may not look like much, but she's got it where it counts, kid. I've added some special modifications myself."
404,SW_EpisodeIV,HAN,"We're a little rushed, so if you'll hurry aboard we'll get out of here."
405,SW_EpisodeIV,THREEPIO,"Hello, sir."
406,SW_EpisodeIV,TROOPER,Which way?
407,SW_EpisodeIV,TROOPER,"All right, men. Load your weapons!"
408,SW_EpisodeIV,TROOPER,Stop that ship!
409,SW_EpisodeIV,TROOPER,Blast 'em!
410,SW_EpisodeIV,HAN,"Chewie, get us out of here!"
411,SW_EpisodeIV,THREEPIO,"Oh, my. I'd forgotten how much I hate space travel."
412,SW_EpisodeIV,HAN,It looks like an Imperial cruiser. Our passengers must be hotter than I thought. Try and hold them off. Angle the deflector shield while I make the calculations for the jump to light speed.
413,SW_EpisodeIV,HAN,Stay sharp! There are two more coming in; they're going to try to cut us off.
414,SW_EpisodeIV,LUKE,Why don't you outrun them? I thought you said this thing was fast.
415,SW_EpisodeIV,HAN,"Watch your mouth, kid, or you're going to find yourself floating home. We'll be safe enough once we make the jump to hyperspace. Besides, I know a few maneuvers. We'll lose them!"
416,SW_EpisodeIV,HAN,Here's where the fun begins!
417,SW_EpisodeIV,BEN,How long before you can make the jump to light speed?
418,SW_EpisodeIV,HAN,It'll take a few moments to get the coordinates from the navi-computer.
419,SW_EpisodeIV,LUKE,Are you kidding? At the rate they're gaining...
420,SW_EpisodeIV,HAN,"Traveling through hyperspace isn't like dusting crops, boy! Without precise calculations we could fly right through a star or bounce too close to a supernova and that'd end your trip real quick, wouldn't it?"
421,SW_EpisodeIV,LUKE,What's that flashing?
422,SW_EpisodeIV,HAN,"We're losing our deflector shield. Go strap yourself in, I'm going to make the jump to light speed."
423,SW_EpisodeIV,MOTTI,We've entered the Alderaan system.
424,SW_EpisodeIV,LEIA,"Governor Tarkin, I should have expected to find you holding Vader's leash. I recognized your foul stench when I was brought on board."
425,SW_EpisodeIV,TARKIN,Charming to the last. You don't know how hard I found it signing the order to terminate your life!
426,SW_EpisodeIV,LEIA,to take the responsibility yourself!
427,SW_EpisodeIV,TARKIN,"Princess Leia, before your execution I would like you to be my guest at a ceremony that will make this battle station operational. No star system will dare oppose the Emperor now."
428,SW_EpisodeIV,LEIA,"The more you tighten your grip, Tarkin, the more star systems will slip through your fingers."
429,SW_EpisodeIV,TARKIN,"Not after we demonstrate the power of this station. In a way, you have determined the choice of the planet that'll be destroyed first. Since you are reluctant to provide us with the location of the Rebel base, I have chosen to test this station's destructive power... on your home planet of Alderaan."
430,SW_EpisodeIV,LEIA,No! Alderaan is peaceful. We have no weapons. You can't possibly...
431,SW_EpisodeIV,TARKIN,You would prefer another target? A military target? Then name the system!
432,SW_EpisodeIV,TARKIN,I grow tired of asking this. So it'll be the last time. Where is the Rebel base?
433,SW_EpisodeIV,LEIA,Dantooine.
434,SW_EpisodeIV,LEIA,They're on Dantooine.
435,SW_EpisodeIV,TARKIN,"There. You see Lord Vader, she can be reasonable. Continue with the operation. You may fire when ready."
436,SW_EpisodeIV,LEIA,What?
437,SW_EpisodeIV,TARKIN,You're far too trusting. Dantooine is too remote to make an effective demonstration. But don't worry. We will deal with your Rebel friends soon enough. 
438,SW_EpisodeIV,LEIA,No!
439,SW_EpisodeIV,VADER,Commence primary ignition.
440,SW_EpisodeIV,LUKE,Are you all right? What's wrong?
441,SW_EpisodeIV,BEN,I felt a great disturbance in the Force... as if millions of voices suddenly cried out in terror and were suddenly silenced. I fear something terrible has happened.
442,SW_EpisodeIV,BEN,You'd better get on with your exercises.
443,SW_EpisodeIV,HAN,"Well, you can forget your troubles with those Imperial slugs. I told you I'd outrun 'em."
444,SW_EpisodeIV,HAN,Don't everyone thank me at once.
445,SW_EpisodeIV,HAN,"Anyway, we should be at Alderaan about oh-two-hundred hours."
446,SW_EpisodeIV,THREEPIO,"Now be careful, Artoo."
447,SW_EpisodeIV,THREEPIO,He made a fair move. Screaming about it won't help you.
448,SW_EpisodeIV,HAN,Let him have it. It's not wise to upset a Wookiee.
449,SW_EpisodeIV,THREEPIO,"But sir, nobody worries about upsetting a droid."
450,SW_EpisodeIV,HAN,That's 'cause droids don't pull people's arms out of their socket when they lose. Wookiees are known to do that.
451,SW_EpisodeIV,THREEPIO,"I see your point, sir. I suggest a new strategy, Artoo. Let the Wookiee win."
452,SW_EpisodeIV,BEN,"Remember, a Jedi can feel the Force flowing through him."
453,SW_EpisodeIV,LUKE,You mean it controls your actions?
454,SW_EpisodeIV,BEN,Partially. But it also obeys your commands.
455,SW_EpisodeIV,HAN,"Hokey religions and ancient weapons are no match for a good blaster at your side, kid."
456,SW_EpisodeIV,LUKE,"You don't believe in the Force, do you?"
457,SW_EpisodeIV,HAN,"Kid, I've flown from one side of this galaxy to the other. I've seen a lot of strange stuff, but I've never seen anything to make me believe there's one all-powerful force controlling everything. There's no mystical energy field that controls my destiny."
458,SW_EpisodeIV,HAN,It's all a lot of simple tricks and nonsense.
459,SW_EpisodeIV,BEN,"I suggest you try it again, Luke."
460,SW_EpisodeIV,BEN,"This time, let go your conscious self and act on instinct."
461,SW_EpisodeIV,LUKE,"With the blast shield down, I can't even see. How am I supposed to fight?"
462,SW_EpisodeIV,BEN,Your eyes can deceive you. Don't trust them.
463,SW_EpisodeIV,BEN,Stretch out with your feelings.
464,SW_EpisodeIV,BEN,"You see, you can do it."
465,SW_EpisodeIV,HAN,I call it luck. 
466,SW_EpisodeIV,BEN,"In my experience, there's no such thing as luck."
467,SW_EpisodeIV,HAN,"Look, going good against remotes is one thing. Going good against the living? That's something else."
468,SW_EpisodeIV,HAN,Looks like we're coming up on Alderaan.
469,SW_EpisodeIV,LUKE,"You know, I did feel something. I could almost see the remote."
470,SW_EpisodeIV,BEN,That's good. You have taken your first step into a larger world.
471,SW_EpisodeIV,TARKIN,Yes.
472,SW_EpisodeIV,OFFICER CASS,"Our scout ships have reached Dantooine. They found the remains of a Rebel base, but they estimate that it has been deserted for some time. They are now conducting an extensive search of the surrounding systems."
473,SW_EpisodeIV,TARKIN,She lied! She lied to us!
474,SW_EpisodeIV,VADER,I told you she would never consciously betray the Rebellion.
475,SW_EpisodeIV,TARKIN,Terminate her... immediately!
476,SW_EpisodeIV,HAN,"Stand by, Chewie, here we go. Cut in the sublight engines."
477,SW_EpisodeIV,HAN,"What the...? Aw, we've come out of hyperspace into a meteor shower. Some kind of asteroid collision. It's not on any of the charts."
478,SW_EpisodeIV,LUKE,What's going on?
479,SW_EpisodeIV,HAN,"Our position is correct, except... no, Alderaan!"
480,SW_EpisodeIV,LUKE,What do you mean? Where is it?
481,SW_EpisodeIV,HAN,"Thats what I'm trying to tell you, kid. It ain't there. It's been totally blown away."
482,SW_EpisodeIV,LUKE,What? How?
483,SW_EpisodeIV,BEN,Destroyed... by the Empire!
484,SW_EpisodeIV,HAN,The entire starfleet couldn't destroy the whole planet. It'd take a thousand ships with more fire power than I've...
485,SW_EpisodeIV,HAN,There's another ship coming in.
486,SW_EpisodeIV,LUKE,Maybe they know what happened.
487,SW_EpisodeIV,BEN,It's an Imperial fighter.
488,SW_EpisodeIV,LUKE,It followed us!
489,SW_EpisodeIV,BEN,No. It's a short range fighter.
490,SW_EpisodeIV,HAN,There aren't any bases around here. Where did it come from?
491,SW_EpisodeIV,LUKE,"It sure is leaving in a big hurry. If they identify us, we're in big trouble."
492,SW_EpisodeIV,HAN,Not if I can help it. Chewie... jam it's transmissions.
493,SW_EpisodeIV,BEN,It'd be as well to let it go. It's too far out of range.
494,SW_EpisodeIV,HAN,Not for long...
495,SW_EpisodeIV,BEN,A fighter that size couldn't get this deep into space on its own.
496,SW_EpisodeIV,LUKE,"Then he must have gotten lost, been part of a convoy or something..."
497,SW_EpisodeIV,HAN,"Well, he ain't going to be around long enough to tell anyone about us."
498,SW_EpisodeIV,LUKE,Look at him. He's heading for that small moon.
499,SW_EpisodeIV,HAN,I think I can get him before he gets there... he's almost in range.
500,SW_EpisodeIV,BEN,That's no moon! It's a space station.
501,SW_EpisodeIV,HAN,It's too big to be a space station.
502,SW_EpisodeIV,LUKE,I have a very bad feeling about this.
503,SW_EpisodeIV,BEN,Turn the ship around!
504,SW_EpisodeIV,HAN,"Yeah, I think your right. Full reverse! Chewie, lock in the auxiliary power."
505,SW_EpisodeIV,LUKE,Why are we still moving towards it?
506,SW_EpisodeIV,HAN,We're caught in a tractor beam! It's pulling us in!
507,SW_EpisodeIV,LUKE,But there's gotta be something you can do!
508,SW_EpisodeIV,HAN,"There's nothin' I can do about it, kid. I'm in full power. I'm going to have to shut down. But they're not going to get me without a fight!"
509,SW_EpisodeIV,BEN,You can't win. But there are alternatives to fighting.
510,SW_EpisodeIV,VOICE OVER DEATH STAR INTERCOM,Clear Bay twenty-three-seven. We are opening the magnetic field.
511,SW_EpisodeIV,OFFICER,To your stations!
512,SW_EpisodeIV,OFFICER,Come with me.
513,SW_EpisodeIV,OFFICER,Close all outboard shields! Close all outboard shields!
514,SW_EpisodeIV,TARKIN,Yes.
515,SW_EpisodeIV,VOICE,We've captured a freighter entering the remains of the Alderaan system. It's markings match those of a ship that blasted its way out of Mos Eisley.
516,SW_EpisodeIV,VADER,They must be trying to return the stolen plans to the princess. She may yet be of some use to us.
517,SW_EpisodeIV,VOICE,Unlock one-five-seven and nine. Release charges.
518,SW_EpisodeIV,OFFICER,"There's no one on board, sir. According to the log, the crew abandoned ship right after takeoff. It must be a decoy, sir. Several of the escape pods have been jettisoned."
519,SW_EpisodeIV,VADER,Did you find any droids?
520,SW_EpisodeIV,OFFICER,"No, sir. If there were any on board, they must also have jettisoned."
521,SW_EpisodeIV,VADER,Send a scanning crew on board. I want every part of this ship checked.
522,SW_EpisodeIV,OFFICER,"Yes, sir."
523,SW_EpisodeIV,VADER,I sense something... a presence I haven't felt since...
524,SW_EpisodeIV,OFFICER,Get me a scanning crew in here on the double. I want every part of this ship checked!
525,SW_EpisodeIV,LUKE,"Boy, it's lucky you had these compartments."
526,SW_EpisodeIV,HAN,"I use them for smuggling. I never thought I'd be smuggling myself in them. This is ridiculous. Even if I could take off, I'd never get past the tractor beam."
527,SW_EpisodeIV,BEN,Leave that to me!
528,SW_EpisodeIV,HAN,Damn fool. I knew that you were going to say that!
529,SW_EpisodeIV,BEN,Who's the more foolish... the fool or the fool who follows him?
530,SW_EpisodeIV,TROOPER,"The ship's all yours. If the scanners pick up anything, report it immediately. All right, let's go."
531,SW_EpisodeIV,HAN,"Hey down there, could you give us a hand with this?"
532,SW_EpisodeIV,GANTRY OFFICER,"TX-four-one-two. Why aren't you at your post? TX-four-one-two, do you copy? "
533,SW_EpisodeIV,GANTRY OFFICER,Take over. We've got a bad transmitter. I'll see what I can do.
534,SW_EpisodeIV,LUKE,"You know, between his howling and your blasting everything in sight, it's a wonder the whole station doesn't know we're here."
535,SW_EpisodeIV,HAN,Bring them on! I prefer a straight fight to all this sneaking around.
536,SW_EpisodeIV,THREEPIO,"We found the computer outlet, sir."
537,SW_EpisodeIV,BEN,Plug in. He should be able to interpret the entire Imperial computer network.
538,SW_EpisodeIV,THREEPIO,He says he's found the main control to the power beam that's holding the ship here. He'll try to make the precise location appear on the monitor.
539,SW_EpisodeIV,THREEPIO,The tractor beam is coupled to the main reactor in seven locations. A power loss at one of the terminals will allow the ship to leave.
540,SW_EpisodeIV,BEN,I don't think you boys can help. I must go alone.
541,SW_EpisodeIV,HAN,Whatever you say. I've done more than I bargained for on this trip already.
542,SW_EpisodeIV,LUKE,I want to go with you.
